Activityid,ProjectName,ActivityExternalReference,ProjectExternalReference,ActivityName,OwnerCaregiverId,CommunityName,StrategicInitiativeName,ItemType,assignment_group_name,description
302,Cyber Incident Recovery,PRJTASK0065591,PRJ0017218,"Update policies, standards, and procedures to align with updated BIAs and data classification standards and ensure that a process to incorporate lessons learned from TTX and actual recoveries is defined",45,Assurance,Business Resilience,Activity,NULL,
303,Cyber Incident Recovery,PRJTASK0064940,PRJ0017218,"Perform regular tabletop exercises, facilitated by a third party for evaluation, that utilize a range of scenarios and participants (e.g., execs, third parties, PR, each institute, etc) who are assigned to defined roles in the DR/BC process",45,Assurance,Business Resilience,Activity,NULL,
304,Cyber Incident Recovery,PRJTASK0064941,PRJ0017218,"Define metrics/KPI for reporting and report results of the DR/BC activities, including TTX and actual recoveries, to appropriate audience, including business leadership",45,Assurance,Business Resilience,Activity,NULL,
305,Cyber Incident Recovery,PRJTASK0064936,PRJ0017218,Define and collect metrics for tracking capacity and availability,45,Assurance,Business Resilience,Activity,NULL,
306,Cyber Incident Recovery,PRJTASK0064938,PRJ0017218,Develop dashboards to inform meetings between network operations and security teams,45,Assurance,Business Resilience,Activity,NULL,
320,Infrastructure Protections,PRJTASK0041290,PRJ0017221,OT - Target state reference architecture for all medical devices and OT to set the overall vision,108,Data and Application Protection,Infrastructure Protection,Activity,NULL,
321,Cyber Incident Recovery,PRJTASK0064949,PRJ0017218,Remaining Work,141,Assurance,Business Resilience,Activity,NULL,
322,Infrastructure Protections,PRJTASK0041287,PRJ0017221,IP - Publish Security Baselines to SNOW Knowledge Articles for each server OS,134,Data and Application Protection,Infrastructure Protection,Activity,NULL,
323,Infrastructure Protections,PRJTASK0041291,PRJ0017221,OT - Create a security standard to govern all medical and OT on the Cleveland Clinic Network,133,Data and Application Protection,Infrastructure Protection,Activity,NULL,
324,Infrastructure Protections,PRJTASK0056099,PRJ0017221,OT - Produce an detailed risk profile for 100% of OT deployed on the Cleveland Clinic Network,133,Data and Application Protection,Infrastructure Protection,Activity,NULL,
325,Infrastructure Protections,PRJTASK0041292,PRJ0017221,OT - Full asset inventory for 100% of OT deployed on the Cleveland Clinic Network,133,Data and Application Protection,Infrastructure Protection,Activity,NULL,
326,Infrastructure Protections,PRJTASK0041288,PRJ0017221,"IP - Monitor, Test, and Alert on Assets not Compliant with Standards",134,Data and Application Protection,Infrastructure Protection,Activity,NULL,
327,Infrastructure Protections,PRJTASK0041236,PRJ0017221,"IP - Publish to GRC a Cybersecurity Standard for Asset Inventory, Cyber Protections, and Patch & Configuration Management",134,Data and Application Protection,Infrastructure Protection,Activity,NULL,
328,Infrastructure Protections,PRJTASK0041301,PRJ0017221,OT - Develop and Operationalize process to standard all devices identified as critical or high-risk,133,Data and Application Protection,Infrastructure Protection,Activity,NULL,
329,Infrastructure Protections,PRJTASK0041289,PRJ0017221,IP - Establish a Configuration Management Governance Program for all Assets,134,Data and Application Protection,Infrastructure Protection,Activity,NULL,
330,Infrastructure Protections,PRJTASK0041293,PRJ0017221,OT - Produce an initial risk profile for 100% of OT deployed on the Cleveland Clinic Network(Dec 2021),133,Data and Application Protection,Infrastructure Protection,Activity,NULL,
355,IP - Network Visibility Coverage (ISE),PRJTASK0037116,PRJ0018586,Network Visibility Deployed to 100% of Indian River Access Layer Switches,115,Advisory,Infrastructure Protection,Activity,NULL,
357,IDP -  Deploy BIBO to CCF Empl Provider Offices/Check-in/Check-o,PRJTASK0065908,PRJ0023851,IE - AM - Imprivata CCF OH Regional Hospitals Reg/Sched/FinCounseling Phase,59,Identity,Identity Protection,Activity,NULL,
358,IDP -  Deploy BIBO to CCF Empl Provider Offices/Check-in/Check-o,PRJTASK0065910,PRJ0023851,FLA Regional  FHCs & Remote Sites Phase,59,Identity,Identity Protection,Activity,Cybersecurity - Identity Engineering,
359,IP - Next Generation Firewall,PRJTASK0067323,PRJ0012392,"Staging: Complete functional standup of next-generation firewall platform and validate functionality (connectivity, HA status, licensing, management accessibility).",7,Technology Protection,Infrastructure Protection,Activity,NULL,
360,IP - Network Visibility Coverage (ISE),PRJTASK0037129,PRJ0018586,Network Visibility Testing and POC for Remote (Meraki)  Access Layer Switches,125,Advisory,Infrastructure Protection,Activity,NULL,
361,IP - Next Generation Firewall,PRJTASK0067325,PRJ0012392,Extended Testing: Complete functional testing of protective capabilities supported by next-generation firewall platform.,7,Technology Protection,Infrastructure Protection,Activity,NULL,
362,IP - Network Visibility Coverage (ISE),PRJTASK0037132,PRJ0018586,Establish and Implement Device Policies Improving Network Security Posture and Compliance Over Time,115,Advisory,Infrastructure Protection,Activity,NULL,
363,IDP -  Deploy BIBO to CCF Empl Provider Offices/Check-in/Check-o,PRJTASK0065914,PRJ0023851,Toronto Phase,59,Identity,Identity Protection,Activity,NULL,
365,IP - Secure Remote Access Solution for Device Support Vendors (V,PRJTASK0066638,PRJ0018582,Implementation and Vendor Onboarding,348,Advisory,Infrastructure Protection,Activity,NULL,
368,IP - Network Visibility Coverage (ISE),PRJTASK0037123,PRJ0018586,Profile 100% of OT Devices in use at Union,125,Advisory,Infrastructure Protection,Activity,NULL,
369,IP - Next Generation Firewall,PRJTASK0067327,PRJ0012392,Production Implementation: Go-live implementation of new hardware platform with essential application/business stakeholders.,7,Technology Protection,Infrastructure Protection,Activity,NULL,
370,IP - Network Visibility Coverage (ISE),PRJTASK0037113,PRJ0018586,Network Visibility Deployed to 100% of Mercy Access Layer Switches,115,Advisory,Infrastructure Protection,Activity,NULL,
371,IP - Next Generation Firewall,PRJTASK0067328,PRJ0012392,Implementation Validation & Monitoring: Perform go-live validation of platform upgrade and monitor for functionality for a defined period of time following migration.,7,Technology Protection,Infrastructure Protection,Activity,NULL,
374,IDP -  Deploy BIBO to CCF Empl Provider Offices/Check-in/Check-o,PRJTASK0065916,PRJ0023851,Nevada Phase,59,Identity,Identity Protection,Activity,NULL,
375,IP - Next Generation Firewall,PRJTASK0067329,PRJ0012392,"Legacy Platform Retirement: Complete removal of legacy platform from infrastructure and validate that all monitoring, alerting, and alerting platforms have been retired from service.",7,Technology Protection,Infrastructure Protection,Activity,NULL,
377,IP - Next Generation Firewall,PRJTASK0067326,PRJ0012392,Migration Plan Validation: Complete migration plan development and testing with essential technology stakeholders and business/clinical partners.,7,Technology Protection,Infrastructure Protection,Activity,NULL,
378,IP - Next Generation Firewall,PRJTASK0067330,PRJ0012392,"After Implementation Review: Complete assessment of upgrade/replacement project to identify opportunities for improvement of future projects, validate open issues have been fully resolved, and confirm all operational activities are fully executed.",7,Technology Protection,Infrastructure Protection,Activity,NULL,
379,IP - Network Visibility Coverage (ISE),PRJTASK0037126,PRJ0018586,Profiling Sensors and Instance Procured for London,125,Advisory,Infrastructure Protection,Activity,NULL,
380,IP - Network Visibility Coverage (ISE),PRJTASK0037120,PRJ0018586,Profile 100% of OT Devices in use at Akron,125,Advisory,Infrastructure Protection,Activity,NULL,
382,IDP -  Deploy BIBO to CCF Empl Provider Offices/Check-in/Check-o,PRJTASK0065912,PRJ0023851,FLA Reigonal Hospitals Phase,59,Identity,Identity Protection,Activity,NULL,
384,Egress Secure Email Solution,PRJTASK0108031,PRJ0031055,Agile Phase,NULL,NULL,Community Effort,Activity,NULL,
386,Replacement of MetricStream with ServiceNow Integrated Risk Mana,PRJTASK0118014,PRJ0032085,1b - IRM Design Requirements,141,Assurance,Community Effort,Activity,NULL,
387,Replacement of MetricStream with ServiceNow Integrated Risk Mana,PRJTASK0118009,PRJ0032085,1a - Readiness & Alignment,141,Assurance,Community Effort,Activity,NULL,
388,Replacement of MetricStream with ServiceNow Integrated Risk Mana,PRJTASK0119083,PRJ0032085,1f - Data Migration,141,Assurance,Community Effort,Activity,NULL,
389,Replacement of MetricStream with ServiceNow Integrated Risk Mana,PRJTASK0119080,PRJ0032085,1c - VRM Design Requirements,141,Assurance,Community Effort,Activity,NULL,
390,Replacement of MetricStream with ServiceNow Integrated Risk Mana,PRJTASK0119082,PRJ0032085,1e - Training and Hypercare,141,Assurance,Community Effort,Activity,NULL,
392,Replacement of MetricStream with ServiceNow Integrated Risk Mana,PRJTASK0120051,PRJ0032085,1d - Solution Configuration,141,Assurance,Community Effort,Activity,NULL,
394,Replacement of MetricStream with ServiceNow Integrated Risk Mana,PRJTASK0127408,PRJ0032085,Phase 2b - Solution Configuration,141,Assurance,Community Effort,Activity,NULL,
395,Replacement of MetricStream with ServiceNow Integrated Risk Mana,PRJTASK0127414,PRJ0032085,Phase 2d - Solution Training,141,Assurance,Community Effort,Activity,NULL,
396,Replacement of MetricStream with ServiceNow Integrated Risk Mana,PRJTASK0127417,PRJ0032085,Phase 2e - Data Migration / Hypercare Support,141,Assurance,Community Effort,Activity,NULL,
397,Replacement of MetricStream with ServiceNow Integrated Risk Mana,PRJTASK0127401,PRJ0032085,Phase 2a - Requirements & Design,141,Assurance,Community Effort,Activity,NULL,
398,Replacement of MetricStream with ServiceNow Integrated Risk Mana,PRJTASK0127411,PRJ0032085,Phase 2c - UAT Testing,141,Assurance,Community Effort,Activity,NULL,
399,TPSRM - Vendor Risk Management Enhancements,PRJTASK0128219,PRJ0033114,"Integrate VRM system with Ivalua (or other identified vendor source of truth) to automate the importing and tracking of third parties, including termination of relationships",47,Assurance,Third Party / Supplier Risk Management,Activity,NULL,
400,TPSRM - Vendor Risk Management Enhancements,PRJTASK0128223,PRJ0033114,Define metrics and track and report on third party adherence to commitments,47,Assurance,Third Party / Supplier Risk Management,Activity,NULL,
401,(Cyber Only) Precision devices  and software,PRJTASK0130698,PRJ0034580,Agile Phase,NULL,NULL,Community Effort,Activity,NULL,
402,Cybersecurity Portfolio Management (ServiceNow APM),PRJTASK0132783,PRJ0034901,Agile Phase,348,Advisory,Community Effort,Activity,NULL,
403,Cybersecurity Portfolio Management (ServiceNow APM),PRJTASK0133386,PRJ0034901,Release 3,348,Advisory,Community Effort,Activity,NULL,
404,Cybersecurity Portfolio Management (ServiceNow APM),PRJTASK0133392,PRJ0034901,Training and Runbooks,348,Advisory,Community Effort,Activity,NULL,
405,Cybersecurity Portfolio Management (ServiceNow APM),PRJTASK0133383,PRJ0034901,APM Governance,348,Advisory,Community Effort,Activity,NULL,
406,Cybersecurity Portfolio Management (ServiceNow APM),PRJTASK0133384,PRJ0034901,Release 1,348,Advisory,Community Effort,Activity,NULL,
